Date,Latitude,Longitude,Temperature_C,Humidity_%,AOD,Fires_Nearby,PM2.5,CO,AQI
2025-06-21,36.8715,73.7963,34.3,21.6,0.628,2,74.8,13.76,100
2025-06-04,24.8987,74.7239,31.9,61.3,0.24,2,14.7,2.63,50
2025-06-07,31.5617,91.1404,34.2,74.3,0.29,2,20.0,6.45,50
2025-06-06,17.4813,84.3307,40.4,75.2,0.334,2,42.6,8.47,50
2025-06-07,16.8666,68.1673,35.6,22.4,0.928,1,98.5,22.51,100
2025-06-24,19.6784,80.4504,38.3,83.4,0.783,4,90.3,17.53,100
2025-06-12,27.5027,79.8287,32.5,84.3,0.598,1,58.7,11.77,100
2025-06-23,27.7836,71.3044,28.0,59.3,0.327,4,34.5,7.22,50
2025-06-19,17.1419,87.6081,31.7,53.7,0.2,7,34.2,6.23,50
2025-06-16,11.8631,88.3608,28.0,23.1,0.909,3,88.4,23.25,100
2025-06-20,26.3395,88.9059,39.8,59.3,0.903,3,116.6,17.43,200
2025-06-17,11.7215,89.1257,36.0,48.7,0.2,1,34.5,3.67,50
2025-06-12,24.7763,68.0015,34.6,74.1,0.817,3,79.0,20.69,100
2025-06-25,28.1092,95.6637,38.2,48.3,0.502,4,54.0,14.35,100
2025-06-06,28.3177,91.6121,21.9,67.9,0.392,3,18.1,13.97,50
2025-06-25,29.8507,94.2155,34.9,27.1,0.765,1,81.9,17.95,100
2025-06-09,33.3129,68.4537,25.4,29.3,0.653,2,55.6,14.55,100
2025-06-24,22.4988,95.0819,32.0,29.8,0.802,3,89.1,18.78,100
2025-06-22,29.1772,91.4839,30.4,23.2,0.167,2,15.7,2.32,50
2025-06-15,25.956,92.2794,35.3,57.9,0.387,2,49.1,8.54,50
2025-06-09,13.4126,70.7053,33.1,75.6,0.387,1,31.7,6.31,50
2025-06-30,8.745,89.4246,38.7,62.7,0.397,1,55.2,11.3,100
2025-06-05,16.2517,95.8376,29.0,60.2,0.552,0,48.9,8.1,50
2025-06-21,20.848,87.6779,35.5,67.6,0.355,1,38.2,7.11,50
2025-06-30,25.8961,84.5463,32.8,43.8,0.5,1,47.7,8.4,50
2025-06-24,32.6488,95.4233,23.8,45.3,0.431,4,48.9,12.64,50
2025-06-11,13.6911,80.8452,27.4,42.0,0.762,0,60.5,15.58,100
2025-06-24,11.6409,85.3795,31.3,69.8,0.643,0,73.0,12.8,100
2025-06-17,35.9409,81.8138,37.6,31.3,0.688,0,79.7,11.4,100
2025-06-12,11.1333,95.0525,34.3,20.9,0.29,0,21.8,8.65,50
2025-06-19,21.8762,70.2065,26.2,61.7,0.393,2,30.6,7.0,50
2025-06-17,24.9813,82.5325,31.3,86.0,0.119,3,10.0,3.07,50
2025-06-30,23.6999,87.9216,42.1,62.7,0.198,5,55.1,6.45,100
2025-06-04,10.4949,90.9653,32.6,74.8,0.339,0,34.1,7.85,50
2025-06-04,9.6538,84.9075,30.4,67.1,0.159,0,27.7,2.6,50
2025-06-30,11.059,94.3586,34.5,54.8,0.642,1,84.4,16.21,100
2025-06-29,24.982,95.3178,35.8,70.3,0.998,0,102.8,20.07,200
2025-06-13,23.786,69.8653,29.7,77.7,0.191,1,18.9,7.65,50
2025-06-15,14.7785,79.6687,34.5,35.7,0.839,2,92.5,15.94,100
2025-06-05,26.4955,68.6803,30.4,43.5,0.207,0,40.3,5.2,50
2025-06-02,31.782,77.5531,35.6,35.7,0.703,4,76.8,14.58,100
2025-06-28,9.2058,83.5692,32.8,51.7,0.679,2,71.6,14.27,100
2025-06-04,22.4458,94.4131,34.4,82.0,0.912,1,83.8,16.08,100
2025-06-23,27.99,92.5501,28.2,44.2,0.203,1,10.0,7.31,50
2025-06-29,15.317,71.6975,27.9,46.2,0.384,4,30.3,12.43,50
2025-06-15,16.9254,70.6979,36.7,80.2,0.182,5,41.3,8.59,50
2025-06-06,25.7955,85.0888,31.6,56.1,0.467,1,68.0,11.76,100
2025-06-20,34.0401,83.4314,33.4,57.5,0.92,2,102.1,24.89,200
2025-06-27,31.4878,75.725,30.5,80.3,0.803,1,84.6,16.98,100
2025-06-21,24.9108,94.0841,36.5,54.3,0.751,2,91.7,19.39,100
2025-06-06,29.1764,94.8936,29.0,67.7,0.58,1,49.7,12.08,50
2025-06-16,18.5799,79.6757,31.3,26.0,0.895,1,105.3,19.62,200
2025-06-10,26.588,93.8188,35.9,32.5,0.504,2,44.9,12.73,50
2025-06-11,21.5193,79.1345,37.9,48.3,0.235,2,30.8,2.07,50
2025-06-13,13.5081,89.3677,29.4,54.6,0.854,1,91.0,17.35,100
2025-06-04,28.3504,81.8023,41.8,87.6,0.352,2,48.1,7.6,50
2025-06-06,24.1375,71.5549,33.6,87.9,0.148,4,44.9,4.91,50
2025-06-18,18.4,94.9101,26.8,79.6,0.213,3,23.2,4.32,50
2025-06-18,34.4288,81.1688,33.8,42.1,0.648,0,80.3,13.29,100
2025-06-06,8.6071,89.3001,30.1,87.5,0.646,2,57.2,14.63,100
2025-06-21,17.1574,78.648,34.2,68.3,0.334,0,49.3,4.67,50
2025-06-09,9.6496,68.5475,31.8,47.5,0.754,2,86.2,16.16,100
2025-06-02,30.2293,70.9154,32.4,69.1,0.796,0,98.8,15.42,100
2025-06-30,28.3611,82.3904,27.4,21.2,0.928,2,67.0,21.97,100
2025-06-15,17.6092,88.009,37.0,30.2,0.626,4,65.3,15.68,100
2025-06-29,27.5942,77.7073,26.2,78.1,0.801,3,77.8,15.98,100
2025-06-13,19.4822,88.1692,26.5,65.2,0.778,3,76.2,19.02,100
2025-06-18,29.9314,88.2604,33.8,45.5,0.332,1,38.4,7.04,50
2025-06-14,21.1713,88.4141,40.0,55.0,0.379,2,37.6,8.71,50
2025-06-24,19.9561,82.2831,30.2,83.4,0.531,3,55.4,10.27,100
2025-06-13,35.1072,94.5317,35.5,64.2,0.117,5,23.0,5.24,50
2025-06-14,15.2755,82.1867,37.4,47.9,0.368,0,47.9,9.25,50
2025-06-10,11.493,81.0577,36.1,28.4,0.526,1,61.4,10.54,100
2025-06-26,24.9518,73.782,30.4,40.6,0.197,1,29.7,7.6,50
2025-06-29,36.1103,76.922,26.5,88.5,0.214,2,14.6,7.09,50
2025-06-08,18.9573,69.2277,21.0,50.6,0.517,2,25.7,9.67,50
2025-06-28,9.7991,86.3725,30.7,53.0,0.758,2,90.9,16.68,100
2025-06-15,17.8399,75.2075,37.9,54.9,0.85,4,110.3,16.25,200
2025-06-04,22.672,76.8205,26.4,81.9,0.592,0,53.4,9.91,100
2025-06-16,12.6958,90.3536,35.5,62.3,0.527,1,69.7,7.56,100
2025-06-20,27.085,77.4894,27.2,68.6,0.446,0,25.2,5.71,50
2025-06-07,36.9347,75.0237,32.5,47.3,0.274,1,29.7,5.39,50
2025-06-20,21.1004,72.9027,35.5,22.0,0.232,4,14.3,6.26,50
2025-06-17,18.2871,90.4709,28.7,85.2,0.813,1,90.6,17.21,100
2025-06-11,19.6204,71.7615,32.9,86.4,0.519,0,41.3,8.59,50
2025-06-08,11.3392,81.1589,29.9,86.4,0.811,5,76.8,20.39,100
2025-06-17,33.6149,82.701,35.5,86.1,0.734,3,83.8,15.75,100
2025-06-11,20.0299,87.9343,33.2,77.1,0.275,2,40.5,7.12,50
2025-06-19,19.231,86.3652,32.3,67.9,0.559,2,64.6,5.74,100
2025-06-02,27.131,91.5109,39.8,79.1,0.5,3,76.1,11.51,100
2025-06-09,20.819,69.2978,35.3,62.0,0.481,2,64.1,12.19,100
2025-06-03,26.7988,76.5968,28.5,29.4,0.588,5,69.6,9.71,100
2025-06-02,9.7819,76.1239,31.6,47.4,0.984,3,83.2,21.25,100
2025-06-05,31.598,72.2345,31.6,88.0,0.832,3,80.8,16.56,100
2025-06-30,35.2746,76.3862,32.4,44.6,0.913,2,99.4,22.34,100
2025-06-30,26.8142,76.9832,44.6,80.7,0.127,3,50.3,1.47,100
2025-06-21,35.6824,83.1346,33.9,26.5,0.226,1,23.4,9.34,50
2025-06-10,12.3915,87.2474,21.8,43.4,0.176,1,25.0,6.6,50
2025-06-07,21.8451,79.0519,29.3,44.6,0.337,3,36.2,8.47,50
2025-06-11,25.4524,88.8646,22.3,23.6,0.498,2,31.1,8.09,50
2025-06-03,24.8704,77.7488,30.4,28.3,0.678,1,56.9,13.14,100
2025-06-21,19.6424,76.4182,22.1,33.5,0.551,1,50.6,12.89,100
2025-06-25,17.8044,83.6945,27.6,78.6,0.913,1,81.3,18.98,100
2025-06-25,11.6779,68.6878,24.4,24.4,0.946,2,83.5,17.72,100
2025-06-25,19.3605,70.3139,33.9,40.9,0.247,2,32.2,8.16,50
2025-06-01,12.7172,80.1211,32.0,20.7,0.868,1,91.8,17.67,100
2025-06-09,29.2966,95.3445,33.5,68.7,0.534,3,77.8,12.75,100
2025-06-27,14.0561,88.9238,31.5,63.4,0.508,3,57.0,13.65,100
2025-06-05,9.6984,70.5557,25.0,65.1,0.806,2,67.1,18.88,100
2025-06-01,24.0186,92.5432,34.6,46.2,0.184,2,17.8,6.84,50
2025-06-06,25.2617,89.2367,41.6,34.6,0.894,2,123.5,20.28,200
2025-06-29,33.2855,85.7174,34.0,70.4,0.704,2,71.2,13.74,100
2025-06-07,24.7325,91.7885,29.9,76.8,0.888,3,94.5,19.18,100
2025-06-30,18.0189,79.7192,24.9,29.7,0.995,5,93.8,25.1,100
2025-06-28,31.2873,74.4235,27.5,54.1,0.566,2,57.1,9.62,100
2025-06-30,23.6681,82.8487,34.3,37.4,0.184,2,38.8,2.42,50
2025-06-24,10.2991,83.9164,37.4,31.8,0.25,1,38.9,6.58,50
2025-06-22,24.4097,83.6115,33.3,71.4,0.391,0,52.2,7.64,100
2025-06-08,34.3325,84.3871,36.0,57.7,0.193,2,31.4,1.51,50
2025-06-08,19.4931,95.5124,35.5,35.1,0.834,0,87.1,18.08,100
2025-06-03,16.5934,94.1651,34.5,41.7,0.367,3,48.4,9.75,50
2025-06-19,12.1606,93.3958,28.7,87.7,0.978,3,89.3,26.33,100
2025-06-28,12.3919,91.2411,32.9,79.4,0.732,2,65.9,16.03,100
2025-06-25,20.5504,95.3594,27.8,81.6,0.256,0,28.1,9.36,50
2025-06-28,25.2747,70.8563,32.1,52.2,0.528,3,60.6,14.03,100
2025-06-22,10.3378,75.6886,33.7,63.7,0.52,3,61.2,8.14,100
2025-06-29,35.2475,82.3566,40.4,46.4,0.543,3,69.7,12.42,100
2025-06-24,29.8989,92.5495,25.5,25.4,0.582,2,50.7,12.51,100
2025-06-23,25.0121,82.6498,34.4,48.1,0.128,2,10.0,3.38,50
2025-06-07,32.0247,89.693,39.4,61.6,0.718,2,67.3,13.63,100
2025-06-29,10.3254,72.0298,35.8,40.1,0.538,0,71.4,12.36,100
2025-06-28,21.8283,75.32,36.2,79.4,0.812,2,99.2,16.55,100
2025-06-11,26.2727,89.2215,34.9,30.6,0.834,0,88.2,19.03,100
2025-06-01,32.0309,72.7773,38.5,45.7,0.307,2,58.2,9.2,100
2025-06-14,30.7206,78.1893,26.6,28.7,0.144,2,14.3,3.4,50
2025-06-27,16.035,75.6811,25.1,48.3,0.733,4,69.3,15.45,100
2025-06-07,35.2855,78.146,32.0,22.8,0.98,2,121.2,19.48,200
2025-06-21,11.606,88.5414,21.2,39.1,0.502,2,24.5,11.09,50
2025-06-14,33.3789,78.6676,38.2,48.1,0.334,2,45.2,8.32,50
2025-06-15,36.1573,84.1026,38.1,53.5,0.241,0,27.7,3.92,50
2025-06-28,13.1375,70.898,29.8,58.1,0.359,3,31.9,7.85,50
2025-06-03,28.9399,91.3455,30.1,39.2,0.395,3,39.0,9.97,50
2025-06-20,9.1683,78.7268,31.6,56.6,0.481,2,50.1,12.69,100
2025-06-05,19.7573,86.8075,32.3,55.6,0.69,1,61.7,14.79,100
2025-06-23,22.9722,89.0363,32.6,42.1,0.346,4,39.2,8.86,50
2025-06-10,24.8387,74.0802,34.8,78.1,0.146,2,13.6,4.39,50
2025-06-01,35.1422,93.6556,31.1,58.2,0.436,1,57.2,5.63,100
2025-06-29,27.4953,85.8705,36.7,43.3,0.87,3,104.7,18.44,200
2025-06-16,21.9571,80.433,34.2,86.3,0.549,1,64.6,8.97,100
2025-06-13,31.4806,73.2877,29.0,79.2,0.968,2,90.5,19.27,100
2025-06-29,35.5655,95.3267,38.7,88.8,0.553,1,69.9,9.73,100
2025-06-01,8.6399,89.897,25.2,68.5,0.348,1,34.7,5.6,50
2025-06-01,36.4931,74.0327,31.5,46.5,0.274,3,26.2,5.01,50
2025-06-13,10.4978,77.7936,36.8,39.7,0.725,0,66.8,19.15,100
2025-06-19,31.6172,91.4806,28.4,66.4,0.583,1,63.1,12.05,100
2025-06-13,16.1297,88.1747,33.5,88.7,0.644,1,74.9,15.79,100
2025-06-04,11.8332,90.2077,34.7,63.9,0.78,2,88.3,18.12,100
2025-06-04,20.7558,80.7948,27.7,81.7,0.753,3,64.3,17.94,100
2025-06-17,26.6747,88.7778,31.6,43.0,0.139,2,25.9,4.87,50
2025-06-07,19.0476,79.2083,31.2,48.5,0.822,3,95.5,22.11,100
2025-06-19,9.5824,74.1266,29.2,83.4,0.579,2,59.5,13.44,100
2025-06-07,25.3844,86.3476,43.5,73.0,0.453,3,61.6,7.0,100
2025-06-21,34.1697,96.3044,28.2,88.7,0.584,1,51.9,11.83,100
2025-06-04,19.1132,77.0074,37.0,74.2,0.651,1,71.6,11.43,100
2025-06-03,14.2737,81.3681,30.0,51.4,0.235,1,19.1,2.4,50
2025-06-16,20.8347,87.546,26.6,57.2,0.476,3,39.0,11.88,50
2025-06-28,9.4025,83.7037,32.5,83.0,0.402,3,47.2,5.39,50
2025-06-27,31.7941,92.4594,35.2,58.6,0.415,2,58.3,9.52,100
2025-06-05,31.9639,90.0905,36.6,37.9,0.182,0,42.6,0.5,50
2025-06-13,25.052,69.6906,39.8,50.5,0.244,1,30.0,5.03,50
2025-06-01,18.24,96.9542,46.7,56.1,0.246,2,42.2,7.47,50
2025-06-12,31.1937,89.8197,33.3,26.8,0.436,2,57.0,8.41,100
2025-06-16,24.0859,93.0532,28.7,72.1,0.905,2,79.4,16.73,100
2025-06-12,31.952,86.8847,34.3,27.7,0.285,0,23.4,5.02,50
2025-06-18,26.3123,92.8323,30.7,48.3,0.475,3,39.1,12.24,50
2025-06-21,30.7478,71.2591,36.6,76.3,0.38,3,46.1,9.71,50
2025-06-19,25.3583,78.0844,25.5,52.7,0.809,2,90.5,17.04,100
2025-06-23,20.0101,93.4162,43.8,78.9,0.145,1,33.9,1.73,50
2025-06-29,35.7804,73.848,36.3,43.9,0.277,4,39.9,6.73,50
2025-06-20,23.6923,70.269,23.6,87.0,0.29,2,10.0,8.18,50
2025-06-14,25.5476,90.8554,28.5,34.7,0.994,4,107.9,21.61,200
2025-06-29,14.3941,92.2291,36.1,22.7,0.614,1,79.3,13.26,100
2025-06-22,26.1439,72.7169,37.9,81.1,0.225,2,29.7,4.78,50
2025-06-04,24.5766,92.776,25.6,72.7,0.345,2,21.0,5.64,50
2025-06-19,13.3603,87.9163,35.6,36.2,0.251,0,43.1,9.03,50
2025-06-17,9.728,83.0824,22.3,88.9,0.212,1,10.0,6.31,50
2025-06-16,25.5264,92.0773,31.6,55.2,0.817,2,77.5,17.89,100
2025-06-01,30.1471,80.1582,37.6,86.6,0.546,5,62.3,13.09,100
2025-06-09,23.1786,73.6258,29.2,55.4,0.668,4,68.0,18.2,100
2025-06-28,14.5764,76.2607,24.5,53.0,0.398,4,38.9,8.37,50
2025-06-08,27.3291,82.6498,32.7,51.4,0.598,2,67.1,14.3,100
2025-06-27,10.3231,83.4086,29.0,43.4,0.332,3,34.4,8.22,50
2025-06-27,20.8132,91.3618,35.1,57.4,0.377,1,42.9,7.51,50
2025-06-19,12.7376,90.9492,27.6,51.7,0.687,4,66.6,15.19,100
2025-06-26,13.3493,84.8596,28.1,22.6,0.235,3,16.7,8.81,50
2025-06-15,13.8665,90.6428,21.9,38.2,0.655,2,50.7,10.36,100
2025-06-23,19.2145,73.5614,32.8,34.9,0.867,1,105.1,21.17,200
2025-06-24,9.4834,69.4519,31.2,80.7,0.208,2,23.0,7.21,50
2025-06-11,19.536,93.3354,26.1,61.9,0.908,4,81.3,20.23,100
2025-06-29,22.8395,70.1911,33.0,73.5,0.172,3,15.0,4.47,50
2025-06-18,22.0155,75.154,37.1,87.0,0.414,2,30.0,9.26,50
2025-06-03,19.1007,88.1642,30.9,65.1,0.649,2,87.1,14.95,100
2025-06-01,32.3353,79.874,33.3,88.8,0.603,1,87.2,15.03,100
2025-06-18,12.2145,93.4131,33.4,41.8,0.187,5,30.1,7.21,50
2025-06-24,22.6652,76.6414,26.0,33.0,0.819,3,65.5,18.44,100
2025-06-14,9.7992,68.3443,42.3,48.2,0.976,2,143.4,20.57,200
2025-06-04,10.0635,76.719,29.6,53.0,0.263,2,11.7,2.57,50
2025-06-28,24.6421,84.7642,35.3,82.7,0.906,4,102.5,16.8,200
2025-06-03,24.4145,78.9022,35.8,59.2,0.601,3,51.7,15.72,100
2025-06-22,33.463,83.5113,31.3,40.5,0.942,1,74.4,20.28,100
2025-06-04,24.1783,93.4213,35.0,72.0,0.258,2,35.6,7.81,50
2025-06-08,35.8339,94.4621,33.2,55.4,0.813,3,89.7,19.38,100
2025-06-23,9.4122,75.7132,24.9,31.3,0.154,1,10.0,4.81,50
2025-06-30,10.8422,81.4021,30.3,60.4,0.895,0,104.9,19.64,200
2025-06-02,9.2779,83.9252,28.9,83.8,0.707,0,68.6,12.43,100
2025-06-17,13.373,95.5243,29.7,79.0,0.433,1,51.0,10.29,100
2025-06-10,23.6968,96.9599,25.5,61.1,0.271,0,12.5,6.33,50
2025-06-23,26.7216,74.8268,37.6,46.4,0.835,2,107.9,20.35,200
2025-06-02,9.322,89.0824,40.0,26.1,0.643,1,93.1,6.12,100
2025-06-23,35.4332,78.9629,36.9,52.9,0.424,1,50.2,13.76,100
2025-06-06,32.4228,68.2351,38.4,72.6,0.499,0,66.3,11.68,100
2025-06-28,16.6018,68.2683,30.3,45.2,0.844,1,77.9,17.89,100
2025-06-22,10.2384,81.3564,28.8,36.5,0.405,1,36.5,6.69,50
2025-06-20,12.9267,82.1617,28.1,85.2,0.181,1,22.6,3.54,50
2025-06-15,11.6814,68.6545,35.2,77.5,0.92,5,104.6,21.59,200
2025-06-22,11.5752,87.9209,33.1,64.7,0.449,2,32.3,13.32,50
2025-06-14,23.0383,76.5261,31.6,29.6,0.414,2,32.4,12.33,50
2025-06-28,15.1296,84.2369,38.5,30.1,0.284,2,35.3,7.92,50
2025-06-21,18.3861,76.7267,34.0,27.2,0.908,3,99.0,21.12,100
2025-06-17,36.6957,72.8469,27.8,63.1,0.296,1,17.1,6.82,50
2025-06-18,27.8451,79.808,28.6,28.1,0.673,1,51.1,11.93,100
2025-06-15,35.5204,74.7359,35.4,79.0,0.893,2,71.1,17.29,100
2025-06-08,12.1341,83.5092,37.2,89.5,0.131,0,44.8,4.55,50
2025-06-20,19.082,73.766,34.8,45.6,0.846,5,93.8,20.83,100
2025-06-11,24.0872,82.7438,41.5,51.8,0.47,2,49.8,9.17,50
2025-06-28,10.226,72.564,40.2,69.8,0.692,2,94.8,13.33,100
2025-06-20,8.1214,87.4583,34.2,85.6,0.435,1,64.7,10.49,100
2025-06-14,27.4426,89.8642,27.8,82.6,0.726,0,71.4,13.92,100
2025-06-21,26.6128,71.2014,25.5,24.0,0.329,4,32.4,7.0,50
2025-06-15,19.9129,81.5663,30.1,31.8,0.12,0,25.2,3.08,50
2025-06-15,22.1997,70.0553,35.8,72.8,0.953,2,110.1,21.41,200
2025-06-06,20.0478,85.3473,41.1,68.2,0.115,4,34.5,2.1,50
2025-06-21,8.6961,75.6677,34.1,29.3,0.842,3,75.0,17.66,100
2025-06-20,17.7258,83.3011,37.8,55.1,0.252,2,10.0,7.5,50
2025-06-17,13.1354,83.0064,30.8,74.7,0.453,1,55.1,12.71,100
2025-06-15,10.8543,94.8063,35.1,35.3,0.84,3,89.4,18.88,100
2025-06-04,35.7449,83.9234,36.1,81.0,0.285,3,33.1,6.18,50
2025-06-08,25.3814,84.907,22.1,23.7,0.879,0,85.8,15.92,100
2025-06-19,29.131,79.6479,29.9,74.8,0.548,0,45.1,10.96,50
2025-06-21,17.1455,95.5233,36.7,63.1,0.43,1,52.7,9.02,100
2025-06-14,19.4013,90.5384,33.4,42.1,0.696,2,75.3,10.6,100
2025-06-24,14.8708,76.2768,26.0,70.5,0.407,7,41.6,8.25,50
2025-06-30,10.812,92.4821,19.8,74.8,0.413,1,29.4,4.19,50
2025-06-13,13.1919,80.5395,30.2,85.4,0.76,2,79.7,16.23,100
2025-06-07,31.1279,92.0313,31.6,45.7,0.379,2,36.3,10.68,50
2025-06-04,27.6488,91.8638,27.6,68.0,0.281,1,20.7,7.94,50
2025-06-26,23.8609,73.4772,32.7,62.2,0.827,2,90.2,14.98,100
2025-06-20,21.7776,88.3331,34.5,56.8,0.825,2,84.2,15.67,100
2025-06-02,34.7506,76.4286,35.4,82.3,0.548,0,54.6,8.36,100
2025-06-22,10.1093,76.6273,20.2,20.2,0.574,0,55.6,11.66,100
2025-06-13,16.1374,76.5941,25.4,39.7,0.726,2,59.0,17.37,100
2025-06-22,18.1482,89.0415,30.5,57.7,0.558,2,52.0,14.44,100
2025-06-03,30.6903,74.665,34.9,32.5,0.475,0,67.1,8.14,100
2025-06-21,36.7829,68.0263,34.4,83.6,0.995,3,99.2,21.62,100
2025-06-07,14.9794,88.7419,34.4,65.3,0.233,3,33.1,4.67,50
2025-06-19,33.3549,72.9644,30.1,53.5,0.633,4,67.5,14.71,100
2025-06-10,32.0881,71.03,30.4,77.0,0.897,2,89.4,17.67,100
2025-06-15,14.5151,74.888,28.4,51.6,0.718,2,65.5,14.24,100
2025-06-13,19.5806,79.0171,35.8,59.1,0.893,3,86.7,16.72,100
2025-06-15,19.8805,81.8013,27.4,20.2,0.403,4,42.7,4.05,50
2025-06-17,36.3684,69.2925,36.3,45.6,0.345,1,55.0,6.64,100
2025-06-11,13.2459,96.1466,33.0,29.7,0.866,2,101.1,19.0,200
2025-06-27,31.1756,88.7658,31.8,68.3,0.455,1,51.9,10.01,100
2025-06-01,17.6916,77.3726,28.7,53.5,0.739,6,52.2,14.79,100
2025-06-16,29.1952,77.2422,25.2,41.1,0.233,1,23.8,0.65,50
2025-06-25,20.1803,81.0077,28.8,52.7,0.78,7,75.1,18.94,100
2025-06-04,24.7724,86.1611,30.3,34.7,0.594,2,53.9,10.56,100
2025-06-10,32.1457,72.2448,20.2,84.8,0.342,2,26.1,6.94,50
2025-06-26,31.3208,73.479,31.0,23.8,0.545,5,58.3,11.06,100
2025-06-03,33.1263,92.9236,36.6,80.6,0.727,2,92.7,12.43,100
2025-06-01,9.7289,75.4314,34.8,55.8,0.111,2,21.7,5.56,50
2025-06-28,28.0695,79.0257,29.5,63.3,0.674,2,64.0,15.4,100
2025-06-24,12.0596,93.2669,32.2,41.2,0.587,3,58.5,13.19,100
2025-06-28,20.0587,87.2313,29.2,87.7,0.298,2,34.7,8.74,50
2025-06-21,23.9091,77.9096,32.7,39.7,0.778,0,68.5,15.59,100
2025-06-06,19.6794,87.8273,39.7,61.2,0.373,1,46.8,7.2,50
2025-06-26,23.0687,68.5708,36.8,89.5,0.349,2,23.2,11.3,50
2025-06-14,36.8993,89.3336,34.6,81.7,0.524,3,63.5,15.43,100
2025-06-18,11.9213,82.1235,29.5,57.5,0.709,2,76.6,13.16,100
2025-06-13,27.5882,91.5823,35.7,89.3,0.936,1,94.5,19.77,100
2025-06-22,19.484,95.6845,23.6,69.1,0.227,3,10.0,6.33,50
2025-06-21,11.8573,94.8479,30.7,34.6,0.457,4,56.3,12.87,100
2025-06-19,12.6034,94.3687,34.9,48.4,0.16,0,16.2,1.08,50
2025-06-29,35.5289,82.8529,35.7,43.4,0.783,1,93.3,18.71,100
2025-06-22,33.5084,78.4441,35.3,44.1,0.503,1,58.1,8.71,100
2025-06-22,34.3042,81.486,33.5,73.2,0.736,1,73.6,14.95,100
2025-06-09,36.7545,88.007,31.0,60.9,0.39,2,46.3,6.53,50
2025-06-07,14.0411,93.6359,34.7,22.7,0.86,3,93.4,17.63,100
2025-06-19,18.3077,74.0026,27.2,81.4,0.581,4,68.8,11.55,100
2025-06-03,27.4074,94.6276,27.8,40.8,0.949,1,84.2,17.57,100
2025-06-18,22.0303,91.6402,32.3,89.8,0.171,1,10.0,5.46,50
2025-06-30,20.1333,96.3868,32.9,86.8,0.563,2,60.5,12.17,100
2025-06-30,18.3765,93.5273,22.9,85.8,0.79,1,73.1,20.29,100
2025-06-11,25.2196,76.1182,34.3,76.8,0.64,0,68.6,12.36,100
2025-06-04,24.6922,71.0727,35.9,35.4,0.121,4,38.9,2.85,50
2025-06-12,12.6823,71.255,31.6,57.3,0.975,0,112.0,18.45,200
2025-06-11,21.6805,76.4455,43.9,35.7,0.368,2,52.4,8.05,100
2025-06-19,24.0507,85.8113,28.6,38.2,0.324,3,30.9,8.6,50
2025-06-12,24.5383,91.3253,30.2,62.8,0.537,1,35.9,10.44,50
2025-06-21,14.0931,94.0783,30.0,22.9,0.588,0,69.3,9.18,100
2025-06-07,29.5259,86.0888,31.6,87.9,0.79,3,74.6,19.17,100
2025-06-02,8.7308,68.1633,30.4,84.3,0.454,1,48.0,12.02,50
2025-06-21,18.2901,73.4032,25.0,46.7,0.496,2,39.5,10.07,50
2025-06-27,30.6262,70.8921,29.3,56.1,0.581,1,42.2,15.09,50
2025-06-18,24.3529,78.5364,31.5,52.6,0.455,3,56.1,9.59,100
2025-06-02,15.5737,82.5392,38.1,81.8,0.923,4,93.9,22.55,100
2025-06-17,28.1536,69.2585,43.0,68.2,0.866,2,100.9,16.42,200
2025-06-09,24.4543,78.1059,38.7,39.5,0.509,2,72.5,15.93,100
2025-06-12,31.0911,73.1962,28.1,51.3,0.1,3,10.0,0.5,50
2025-06-16,29.3157,86.765,28.5,50.0,0.911,0,103.8,16.02,200
2025-06-09,25.6931,81.4639,31.2,87.2,0.212,5,13.1,11.14,50
2025-06-27,22.1572,82.3642,40.9,32.3,0.32,1,36.7,3.48,50
2025-06-23,11.8623,80.4031,31.2,26.3,0.237,3,26.0,5.75,50
2025-06-13,15.5787,95.7246,25.4,81.6,0.262,0,35.6,4.18,50
2025-06-07,20.1539,74.2273,29.5,82.8,0.823,3,81.5,18.02,100
2025-06-20,25.3797,82.9833,35.8,81.0,0.622,3,80.7,14.45,100
2025-06-11,22.8975,89.3445,35.4,55.8,0.96,3,90.7,20.22,100
2025-06-19,16.3574,84.1485,31.0,66.2,0.308,1,28.6,8.14,50
2025-06-10,8.1875,94.9416,35.4,59.4,0.537,3,58.8,15.06,100
2025-06-21,22.3909,78.9611,20.6,24.9,0.98,0,71.3,18.44,100
2025-06-04,16.2832,81.4466,32.5,61.7,0.844,1,72.2,13.81,100
2025-06-04,29.3036,70.5671,36.3,21.0,0.756,2,82.6,14.77,100
2025-06-25,8.6944,85.661,27.8,42.7,0.27,2,39.5,7.0,50
2025-06-02,24.96,76.3581,27.8,85.3,0.792,1,78.1,16.66,100
2025-06-25,35.3028,72.649,22.7,41.3,0.413,1,23.5,10.52,50
2025-06-12,13.0579,83.7914,39.9,85.8,0.577,2,52.2,16.27,100
2025-06-07,21.6778,83.437,28.4,37.5,0.648,1,58.7,13.88,100
2025-06-05,10.6512,70.2003,33.2,42.0,0.648,2,65.2,13.15,100
2025-06-04,26.1448,88.2482,35.0,64.0,0.754,2,86.7,14.63,100
2025-06-08,23.9654,86.0894,39.6,73.3,0.696,2,81.5,14.55,100
2025-06-15,19.8136,73.4815,31.2,55.1,0.162,1,24.3,5.44,50
